"gene.id","age_baseMean","age_log2FoldChange","age_lfcSE","age_stat","age_pvalue","age_padj","id_baseMean","id_log2FoldChange","id_lfcSE","id_stat","id_pvalue","id_padj","age_direction","id_direction","same_direction","direction_class","rescue_fraction","rescue_interpretation","age_nominal","id_nominal","significance_class","limiting_pvalue","limiting_neg_log10_p","shared_effect_size","youth_shift_score"
"Wfdc21",20.4536181314435,-3.59943022798796,0.917521140299212,-3.92299432666386,8.74552114882001e-05,0.0011221418612494,24.7416217363731,-1.51488025228978,0.74078717850643,-2.04496014002843,0.0408587879875062,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.420866680651449,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0408587879875062,1.38871452018387,1.51488025228978,2.10373620269462
"Fat3",68.3206051397932,-2.00528577945494,0.240440227608593,-8.34005939604786,7.42532281275605e-17,3.32181941468841e-14,97.9536141939563,-0.61754307439234,0.178490360976178,-3.45981189692793,0.00054055285352166,0.984887299116464,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.307957639115256,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.00054055285352166,3.26716183571514,0.61754307439234,2.01761316456485
"Ugt2b34",56.3084699495874,-6.24866345081809,1.65146949865742,-3.78369897591086,0.000154514689398024,0.00176146745913747,76.3086868230621,-1.92678482718907,1.15094780825473,-1.67408531765728,0.0941138328890321,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.30835151266417,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0941138328890321,1.02634653910348,1.92678482718907,1.97754893898259
"Gm12725",16.309377749327,-1.3332807475404,0.603914287256238,-2.20773175212975,0.0272629780405509,0.0854886288115648,17.1895884937808,-1.24571770808314,0.535764344701137,-2.3251224543097,0.0200654132997737,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.934325130233228,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0272629780405509,1.56442670624394,1.24571770808314,1.94883405096625
"Cyp4f14",42.637255979636,-5.97583661674326,0.598945253419322,-9.9772668413812,1.91673797551927e-23,2.57243661205372e-20,64.6959177266698,-1.00368985569248,0.399813026480622,-2.51039808414328,0.0120595127240462,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.167958048397828,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.0120595127240462,1.91867023991836,1.00368985569248,1.92574985622511
"Ikzf4",14.3402671208451,2.64125083802536,0.532825826780138,4.95706233683607,7.15670199934002e-07,2.4344329865497e-05,7.24338584206711,1.25238695190674,0.574059469802487,2.18163277114415,0.0291366462499977,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.474164336789399,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0291366462499977,1.53556043880288,1.25238695190674,1.92311585742092
"Folh1",16.8611877042621,-4.70134298986268,0.736540655460629,-6.3830054118635,1.73645767047215e-10,2.08417273082767e-08,25.2970230504143,-1.13155732260323,0.493174700968552,-2.29443505593646,0.0217655214695118,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.240688102323775,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.0217655214695118,1.66223092333229,1.13155732260323,1.88090957315418
"2200002D01Rik",20.8301116712982,-2.26495281161499,0.661072037834616,-3.42618153845078,0.000612131109169913,0.00501770769832062,22.9477765205333,-1.36145855390061,0.671003251313688,-2.0289895037545,0.0424593594129262,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.601097977370152,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0424593594129262,1.37202656234925,1.36145855390061,1.86795729948923
"Gsta3",89.222883745693,-2.59920546203782,0.654570570675954,-3.97085597562644,7.16148645480123e-05,0.000965525338193887,110.588781257228,-1.22080692190839,0.565041718211867,-2.16056068527428,0.030729291114308,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.469684655460541,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.030729291114308,1.51244745824982,1.22080692190839,1.84640632605413
"Aldob",191.225234114155,-7.76891068043454,1.46223777267755,-5.31302830880143,1.07818280862927e-07,5.2017035306516e-06,253.664152330391,-1.91181097756049,1.21395298671065,-1.57486409975461,0.115287816819569,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.246084818863377,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.115287816819569,0.938216584878713,1.91181097756049,1.79369276630044
"Fam83h",19.7286068718018,-1.49641064943273,0.400039404827337,-3.74065812361311,0.000183539034156594,0.00199380924301236,22.1407437599656,-1.06914097723296,0.463727636823844,-2.30553646652527,0.0211365468630989,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.714470307758273,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0211365468630989,1.67496596314014,1.06914097723296,1.79077474666359
"Fgg",463.426388954624,-10.4184687912064,1.81668179176776,-5.7348892020702,9.7576111953852e-09,6.73138383539587e-07,549.923683136023,-1.79301323634307,1.09839861946905,-1.63238846495436,0.102597677570286,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.172099496795195,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.102597677570286,0.988862469924251,1.79301323634307,1.77304349749708
"Serpina1b",335.749104729456,-9.31499822832111,1.94504081900219,-4.78910166682247,1.67529593213687e-06,5.04710985248279e-05,415.957408821347,-1.8233363282776,1.12996664436906,-1.61361960316598,0.106609962127212,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.195741994103012,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.106609962127212,0.972202210931154,1.8233363282776,1.77265160962258
"Galr2",33.1077935022852,2.64847506324488,0.433693042282561,6.10679629376978,1.0165084071295e-09,9.74461923016416e-08,15.1695108166533,1.09179744734132,0.487095179216843,2.24144580756624,0.0249972121373473,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.412236257193097,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0249972121373473,1.60210842416315,1.09179744734132,1.74917788786535
"Alb",4890.31074612559,-9.22361036259086,1.15543098924696,-7.98283103744888,1.43014610156351e-15,4.79846520395049e-13,6309.57139135186,-1.49476567358178,0.835701166008474,-1.78863657773887,0.0736733630693972,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.162058631579263,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.0736733630693972,1.1326895048547,1.49476567358178,1.69310539068315
"Casp12",329.046619789811,0.824617318087481,0.208525728900825,3.95451114082746,7.66912984325045e-05,0.00101815974708549,287.619173186005,0.466935264624147,0.129193775508387,3.61422415891727,0.000301248348209306,0.640353572176916,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.566244795473252,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.000301248348209306,3.52107532571351,0.466935264624147,1.64411423897359
"Npr3",602.464868141183,-2.46537129104287,0.464989064371879,-5.30199843381945,1.14541824428224e-07,5.47243027195426e-06,786.153722249243,-1.12304914215689,0.531376566022177,-2.11347133834656,0.0345604456733797,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.455529415077204,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0345604456733797,1.46142066572319,1.12304914215689,1.64124722497078
"Slc6a2",37.4172264728718,0.832077606775856,0.229269734020565,3.62925185188735,0.000284243822172768,0.00278268670207996,39.8824101179616,0.882116268580842,0.350942710126231,2.51356202345264,0.0119518759760078,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.06013701293907,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0119518759760078,1.92256392215643,0.832077606775856,1.59972238722152
"Arg1",67.9683362900597,-8.78578669533551,1.36109480261679,-6.45494103602795,1.08261046196902e-10,1.35445578390243e-08,107.727364835137,-1.78716557361369,1.17532245195438,-1.52057469049613,0.128366602167322,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.203415543261768,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.128366602167322,0.891547954313367,1.78716557361369,1.59334381117456
"Cela1",13.9164907700031,-3.27587497156619,0.62401213457035,-5.24969754606091,1.52349143168111e-07,7.02853250184634e-06,20.8620753981545,-1.01417925479448,0.459868141701668,-2.2053696762765,0.0274281641261331,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.309590342609933,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0274281641261331,1.56180326044406,1.01417925479448,1.58394846681275
"Fga",613.62518060771,-11.574947469745,2.27037705882287,-5.09824895594492,3.4280977807083e-07,1.37151781941996e-05,722.450159170279,-1.76773771388592,1.22747040642426,-1.44014691078012,0.149825839477263,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.152721013940365,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.149825839477263,0.824413280263738,1.76773771388592,1.45734644735061
"Lipc",15.3994160950626,-7.4716253518545,2.3318643770449,-3.2041423272322,0.00135465491476792,0.00909862170460365,18.9451629741039,-2.11816004155514,1.71058093138919,-1.2382694105183,0.215616182153415,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.283493877410408,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.215616182153415,0.666318648141118,2.11816004155514,1.41136953543556
"Rian",1252.13069980889,1.98048870410265,0.244045670916041,8.1152380071679,4.84833630827461e-16,1.70419021235853e-13,600.533194081245,0.493281488148047,0.154946100688553,3.18356825990452,0.00145471809502643,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.249070589055215,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.00145471809502643,2.83722115900543,0.493281488148047,1.39954867551933
"Pdgfrl",25.9012028868975,0.810131366054509,0.352136977218419,2.30061430200786,0.0214134419079229,0.0711356082103209,27.0702692435687,0.957205683357611,0.388964949862329,2.46090472598214,0.0138587162756092,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.18154378840975,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0214134419079229,1.66931352039928,0.810131366054509,1.35236324265433
"Krt8",253.610543789023,-6.85253917246666,1.30429122574797,-5.25384134861212,1.4895920759604e-07,6.91536094886899e-06,342.648322745317,-1.31645277680836,0.818515678578098,-1.608341551985,0.107760394931868,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.192111674763982,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.107760394931868,0.967540825633097,1.31645277680836,1.27372180658014
"Tnfsf10",286.133615180931,1.02348888033461,0.222526171887878,4.59940901176471,4.23691196019695e-06,0.000104249218780646,242.990476380341,0.618780588771304,0.236746885931402,2.61367994910226,0.00895729003287635,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.604579688808153,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.00895729003287635,2.04782336330496,0.618780588771304,1.26715334644548
"Mat1a",235.43343149298,-11.405864266023,2.2829702913983,-4.99606337804642,5.85124376396834e-07,2.0715086735603e-05,292.59559226142,-1.56972234047302,1.12965261775995,-1.38956199082308,0.164661924416536,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.137624147005596,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.164661924416536,0.783406813261929,1.56972234047302,1.22973117645603
"Tmem132b",85.7504390676932,-3.72315087232325,0.377294743353409,-9.86801681685718,5.7285980668667e-23,6.50548409701178e-20,149.693160322557,-0.599929666898688,0.230023028930433,-2.60812871514759,0.00910387143449985,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.161134933144498,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.00910387143449985,2.04077388404232,0.599929666898688,1.22432079646905
"Socs2",553.307910682398,1.72216182379017,0.249414498099471,6.90481843242063,5.02676790739869e-12,9.05002129474719e-10,324.78438424535,0.574152723620923,0.21429472659838,2.67926669374823,0.00737836012015393,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.333390692842857,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.00737836012015393,2.13204015171441,0.574152723620923,1.22411665997599
"Pifo",13.640181427577,-2.25205736593173,0.61199329981095,-3.67987258459759,0.000233350518858467,0.00240737505933441,16.8440863311814,-1.08091829574914,0.610116597538737,-1.77165856511634,0.076451251663096,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.479969254824882,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.076451251663096,1.116615399906,1.08091829574914,1.20697001507364
"A630072M18Rik",57.5654026754717,1.19122495452112,0.394724664303702,3.01786298715954,0.00254563969786677,0.0145607434558726,47.214605854731,1.07024199287812,0.600866733829051,1.78116366345986,0.0748857178491595,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.898438190718028,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0748857178491595,1.12560100273772,1.07024199287812,1.20466546035563
"Actc1",16295.7885496569,1.77600801157424,0.417357919154748,4.25535956085628,2.08713336323527e-05,0.000370340743286566,10317.2336161917,0.868455632283305,0.425790524669785,2.03963118474001,0.0413870736184295,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.488993082589483,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0413870736184295,1.38313528044385,0.868455632283305,1.20119162451121
"Hp",758.302233887984,-1.90671422796995,0.791631316758195,-2.40858867961177,0.0160143351737883,0.0573973367736431,898.616521037816,-1.04124405446208,0.581934695642767,-1.78927990074898,0.0735697493403225,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.546093399413438,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0735697493403225,1.1333007236408,1.04124405446208,1.18004264040855
"Syt9",55.362395913277,-2.79072342698719,0.329004159197626,-8.48233479416551,2.20719373163832e-17,1.08616003533922e-14,82.4145029313405,-0.683291583360021,0.300338152434025,-2.27507420493345,0.0229014787717588,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.244843891283662,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.0229014787717588,1.64013647391863,0.683291583360021,1.12069144819038
"Dera",164.061794333695,-0.494035422134832,0.166777421150595,-2.96224404194817,0.00305405615000179,0.0166250114094677,172.9481627763,-0.443562030655798,0.13547825123915,-3.27404603025773,0.00106019339696447,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.897834468506473,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.00305405615000179,2.51512298253442,0.443562030655798,1.11561305748204
"Meg3",739.203810913268,2.11451714082345,0.213459165511842,9.90595618488984,3.92200216682208e-23,4.82504316573286e-20,324.119114061653,0.502539145937103,0.183692201494311,2.73576745147053,0.00622349896437945,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.237661419827224,"Weak youth-like shift",TRUE,TRUE,"Nominal in both",0.00622349896437945,2.20596537838406,0.502539145937103,1.10858395721994
"Ddc",15.9126273987467,-2.63223960899087,0.498672429559609,-5.27849436415699,1.3024967153865e-07,6.15460109429e-06,22.698738781043,-0.741710195651308,0.346098444332377,-2.14306133933097,0.0321081732935776,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.281779133296934,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0321081732935776,1.49338440172363,0.741710195651308,1.10765843678504
"Gbp4",359.710481621476,0.78947847987453,0.222469385271739,3.54870616876209,0.000387128806141754,0.00351920108686621,379.014835164983,0.811103258359729,0.39435147861258,2.05680288359354,0.0397051906058399,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.02739121969308,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0397051906058399,1.40115271479558,0.78947847987453,1.10617991534888
"Fetub",38.4434747381515,-4.71314387926123,1.00007837505538,-4.71277451529761,2.44366551320296e-06,6.80676112668213e-05,49.3428498885624,-1.06093560575293,0.632647375494768,-1.6769778028767,0.0935468225025982,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.225101467922772,"Weak youth-like shift",TRUE,FALSE,"Age contrast only",0.0935468225025982,1.02897095955921,1.06093560575293,1.09167192828212
"Tgtp1",131.207235177226,0.830815267989293,0.327575283983481,2.53625749136552,0.0112044315970428,0.0441802947828907,154.297843169407,0.968868854848529,0.493718703634582,1.96239042133924,0.0497170470986866,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.16616640567204,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0497170470986866,1.30349467381216,0.830815267989293,1.08296327674587
"Frem2",38.4298625908434,0.844534682883407,0.431501649227732,1.95719920050106,0.0503240527881843,0.133645258375961,39.1932367945319,0.827586065824025,0.324051409764917,2.55387275254997,0.010653218134881,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.979931413827179,"Partial/full youth-like shift",FALSE,TRUE,"ID contrast only",0.0503240527881843,1.29822439076094,0.827586065824025,1.07439241610664
"Gnb3",24.8124777165691,-0.959269047718613,0.510527744961606,-1.87897534891224,0.0602478592464456,0.151213727653056,27.8862410047132,-0.843194014686906,0.39572068937361,-2.13078071814139,0.0331072115798732,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.878996374054012,"Partial/full youth-like shift",FALSE,TRUE,"ID contrast only",0.0602478592464456,1.22005838002236,0.843194014686906,1.02874592360346
"Itga2",36.3771441115664,0.746617394728338,0.371570373053775,2.00935663570864,0.0444993255834695,0.121904535830165,36.2088901134476,0.886935610701525,0.386517006503797,2.29468715678054,0.0217510593540194,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",1.18793858402434,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0444993255834695,1.35164657098754,0.746617394728338,1.00916284142421
"B430119L08Rik",13.2110847228723,-1.36010949720656,0.895568728507722,-1.51871035009552,0.12883542021689,0.262825908614967,14.4246833877013,-1.10553640465793,0.607750500321116,-1.81906292808282,0.0689018300752902,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.812828972173578,"Partial/full youth-like shift",FALSE,FALSE,"Neither nominal",0.12883542021689,0.889964721681313,1.10553640465793,0.983888398679954
"Pcx",3483.0057355972,0.881356766721,0.255314369308712,3.45204529266158,0.000556354327761794,0.00464299544417601,2950.58958050329,0.505353098401126,0.200201997664083,2.52421606326353,0.0115956635186261,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.573380857199567,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0115956635186261,1.93570439543192,0.505353098401126,0.978214213820199
"Rgs6",20.6379498657145,0.992840939384158,0.405824729495426,2.44647717899938,0.0144259929737463,0.0532826955895465,18.4947983804344,0.78720683850385,0.416367806360937,1.890652510779,0.0586707456615615,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.7928831369425,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0586707456615615,1.23157839218858,0.78720683850385,0.969506932484429
"Aldh3a1",11.5268612697285,-2.96744914160176,0.722540103189675,-4.1069680817741,4.00886601102832e-05,0.000621661345933234,16.7703163614741,-0.921078212427763,0.544904545908652,-1.69034782209758,0.0909614311032888,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.310393933804906,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0909614311032888,1.04114271547762,0.921078212427763,0.958973871254314
"Gm10602",24.8933063966749,0.981347736582604,0.322609340962615,3.04190738449922,0.00235084213983279,0.0136851271728515,22.9573611565717,0.734719639960602,0.376706354358658,1.9503776123221,0.0511311282200546,0.999946780809711,"Higher in young CD","Higher in old ID",TRUE,"Youth-like higher",0.748684296678721,"Partial/full youth-like shift",TRUE,FALSE,"Age contrast only",0.0511311282200546,1.29131462436053,0.734719639960602,0.948754215886028
"Scx",63.2786663703006,-0.997375741996075,0.193010947808363,-5.16745683766264,2.37300743974645e-07,1.01250603563517e-05,76.8882257960498,-0.513362808932777,0.20938495186301,-2.45176553694577,0.0142157256212444,0.999946780809711,"Lower in young CD","Lower in old ID",TRUE,"Youth-like lower",0.51471355008632,"Partial/full youth-like shift",TRUE,TRUE,"Nominal in both",0.0142157256212444,1.84723096747129,0.513362808932777,0.948299678208672
